"country_code","year_week","room_type","avg_price","minimum_nights","number_of_reviews","reviews_per_month","availability_365","number_of_reviews_ltm","weekly_count","rate_14_day","cumulative_count"
"CHE","2020-W51","Entire home/apt",199.666666666667,3.66666666666667,3.66666666666667,0.183333333333333,343.666666666667,1.33333333333333,39833,802.471940323724,412162
"CHE","2020-W51","Private room",45,1.66666666666667,6,0.253333333333333,72.6666666666667,0.666666666666667,39833,802.471940323724,412162
"CHE","2021-W10","Entire home/apt",221.666666666667,3,12,0.376666666666667,166.666666666667,6.33333333333333,8759,189.204480159442,571123
"CHE","2021-W10","Private room",92.5,2,25.25,0.51,244.25,4.75,8759,189.204480159442,571123
"CHE","2021-W14","Entire home/apt",222.571428571429,5.09523809523809,11.1190476190476,0.401428571428571,171.547619047619,3.64285714285714,15063,337.937351622984,623126
"CHE","2021-W14","Private room",71,2.5,7,0.305,112.5,2,15063,337.937351622984,623126
"CHE","2021-W26","Entire home/apt",219,4.6,21.4,0.7088,202.76,8.88,1026,20.6018266488172,700645
"CHE","2021-W26","Private room",79.6666666666667,10.2222222222222,11.4444444444444,0.575555555555556,167.444444444444,2.88888888888889,1026,20.6018266488172,700645
"CHE","2021-W30","Entire home/apt",198.089285714286,5,14.1071428571429,0.7375,140.071428571429,4.83928571428571,5257,113.455293513283,716494
"CHE","2021-W30","Private room",76.75,4.25,24.0833333333333,0.9475,245.083333333333,7.25,5257,113.455293513283,716494
"CHE","2021-W42","Entire home/apt",162.774647887324,3.36619718309859,28.9859154929577,1.28943661971831,166.422535211268,10.3380281690141,5430,161.863195272433,858779
"CHE","2021-W42","Hotel room",180,1,7,0.16,351,3,5430,161.863195272433,858779
"CHE","2021-W42","Private room",58.3125,2.625,49.9375,2.559375,197.125,17.9375,5430,161.863195272433,858779
"CHE","2021-W42","Shared room",34,1,15,1.12,352,14,5430,161.863195272433,858779
"CHE","2021-W46","Entire home/apt",208.150943396226,2.90566037735849,30.5660377358491,1.64358490566038,202.452830188679,10.5471698113208,42964,783.822232612866,957764
"CHE","2021-W46","Hotel room",151,1,50,1.435,338,10,42964,783.822232612866,957764
"CHE","2021-W46","Private room",72.0909090909091,3.31818181818182,29.6818181818182,1.445,156.363636363636,7.59090909090909,42964,783.822232612866,957764
"CZE","2020-W14","Entire home/apt",4545.625,5.875,71.625,1.285,77.75,0,1773,32.1116475416589,4599
"CZE","2020-W30","Entire home/apt",5480.7,1.7,60.9,1.075,198.1,0,1375,20.0674419407105,15362
"CZE","2020-W46","Entire home/apt",2011,4.2,14,0.52,117.6,0,45344,1108.25393711335,460198
"CZE","2021-W09","Entire home/apt",1946,1.66666666666667,115.333333333333,2.15,0,7.33333333333333,85393,1574.53675395007,1326640
"CZE","2021-W25","Entire home/apt",5032.2,1.4,68.6,0.976,76.6,1.4,698,15.345140831643,1668660
"CZE","2021-W25","Hotel room",1687.66666666667,1,60,1.00333333333333,121.666666666667,1.33333333333333,698,15.345140831643,1668660
"CZE","2021-W25","Private room",2163.5,1.5,26.75,0.61,302.25,1,698,15.345140831643,1668660
"CZE","2021-W41","Entire home/apt",2150.77777777778,1.84444444444444,41.0666666666667,0.891777777777778,172.6,4.86666666666667,9626,146.045344002804,1711131
"CZE","2021-W41","Hotel room",2109,1.5,13,0.135,331.5,2,9626,146.045344002804,1711131
"CZE","2021-W41","Private room",7443.875,1.5,87.75,1.52,173,4.875,9626,146.045344002804,1711131
"CZE","2021-W41","Shared room",536.666666666667,2,42,0.616666666666667,125,3.33333333333333,9626,146.045344002804,1711131
"DNK","2020-W13","Entire home/apt",517.333333333333,36.6666666666667,12.3333333333333,0.16,87.6666666666667,0,1138,29.0411957347397,2604
"DNK","2020-W29","Entire home/apt",937.95652173913,3.52173913043478,13.6086956521739,0.207826086956522,27.3913043478261,0,227,5.85632628358736,6198
"DNK","2020-W29","Private room",915.5,2,64.25,0.6975,97.75,0,227,5.85632628358736,6198
"DNK","2020-W45","Entire home/apt",804.125,39.625,28.875,0.71625,2.25,0,7822,253.573775886121,48146
"DNK","2020-W45","Private room",259.8,1.6,12.8,0.496,0,0,7822,253.573775886121,48146
"DNK","2021-W08","Entire home/apt",1158.25,9.75,38,0.51,1,1.5,3618,117.349787377573,204220
"DNK","2021-W08","Private room",248,5.66666666666667,9.33333333333333,0.29,11,1,3618,117.349787377573,204220
"DNK","2021-W24","Entire home/apt",714.285714285714,6.14285714285714,10.1428571428571,0.54,59.5714285714286,4.71428571428571,1778,88.6692451676292,284677
"DNK","2021-W24","Private room",225,2,57.5,0.745,16,1.5,1778,88.6692451676292,284677
"DNK","2021-W40","Entire home/apt",1146.46478873239,3.11267605633803,21.9154929577465,0.610140845070423,87.0140845070423,3.84507042253521,3869,117.86500669871,356925
"DNK","2021-W40","Hotel room",1129,1,31,0.9,358,6,3869,117.86500669871,356925
"DNK","2021-W40","Private room",471.769230769231,10.1538461538462,33,1.00076923076923,118.461538461538,8.30769230769231,3869,117.86500669871,356925
"ESP","2020-W01","Entire home/apt",153.965034965035,8.83916083916084,27,0.424965034965035,105.020979020979,0,0,NA,0
"ESP","2020-W01","Hotel room",201,1,2,0.07,310,0,0,NA,0
"ESP","2020-W01","Private room",61.1927710843374,8.68674698795181,26.4457831325301,0.503132530120482,107.096385542169,0,0,NA,0
"ESP","2020-W01","Shared room",187.666666666667,1.66666666666667,8.66666666666667,0.148333333333333,148.833333333333,0,0,NA,0
"ESP","2020-W02","Entire home/apt",146.222222222222,14.0666666666667,27.5111111111111,0.463777777777778,109.755555555556,0,0,0,0
"ESP","2020-W02","Hotel room",532,1,2,0.07,149,0,0,0,0
"ESP","2020-W02","Private room",84.2173913043478,8.08695652173913,17.8695652173913,0.368695652173913,98.5652173913043,0,0,0,0
"ESP","2020-W16","Entire home/apt",120.166666666667,14.6666666666667,96,1.41166666666667,101.666666666667,0,21114,108.783343341232,203376
"ESP","2020-W16","Private room",22,30,1,0.05,350,0,21114,108.783343341232,203376
"ESP","2020-W17","Entire home/apt",1211.11111111111,14.1111111111111,72.8888888888889,1.13222222222222,218.666666666667,0,14499,75.2398758285355,217875
"ESP","2020-W17","Private room",18,20.6666666666667,4.66666666666667,0.16,122.333333333333,0,14499,75.2398758285355,217875
"ESP","2020-W18","Entire home/apt",112.555555555556,23.6666666666667,42.6666666666667,0.747777777777778,156.277777777778,0,8116,47.7788951187019,225991
"ESP","2020-W18","Private room",29.5,9,37.5,1.0125,77.25,0,8116,47.7788951187019,225991
"ESP","2020-W32","Entire home/apt",121.8,7.77142857142857,59.9428571428571,0.854857142857143,143.857142857143,0,27961,101.743799740281,335463
"ESP","2020-W32","Private room",23.4117647058824,14.4705882352941,26.8235294117647,0.535294117647059,91.5882352941177,0,27961,101.743799740281,335463
"ESP","2020-W32","Shared room",13,1,6,0.285,0,0,27961,101.743799740281,335463
"ESP","2020-W33","Entire home/apt",163.764705882353,8,36.5294117647059,0.681764705882353,115.117647058824,0,39631,142.802170190727,375094
"ESP","2020-W33","Private room",30.4615384615385,6.92307692307692,33,0.771538461538462,37.6153846153846,0,39631,142.802170190727,375094
"ESP","2020-W34","Entire home/apt",90.3260869565217,8.06521739130435,47.2608695652174,0.773913043478261,127.478260869565,0,51773,193.1099769812,426867
"ESP","2020-W34","Hotel room",181,1,1,0.06,357,0,51773,193.1099769812,426867
"ESP","2020-W34","Private room",39.75,7.20833333333333,46.875,0.885416666666667,91.0416666666667,0,51773,193.1099769812,426867
"ESP","2020-W34","Shared room",43,1,11,0.16,0,0,51773,193.1099769812,426867
"ESP","2020-W48","Entire home/apt",96.125,9.375,26.625,0.56125,164.875,0,58469,294.803071725555,1677075
"ESP","2020-W48","Private room",34.8,66.4,22.4,0.674,71.4,0,58469,294.803071725555,1677075
"ESP","2020-W49","Entire home/apt",80.8235294117647,13.9411764705882,34,0.702941176470588,131.705882352941,0,50525,230.272513578059,1727600
"ESP","2020-W49","Private room",34,12.0769230769231,11.2307692307692,0.467692307692308,69.3846153846154,0,50525,230.272513578059,1727600
"ESP","2020-W50","Entire home/apt",114.928571428571,4.21428571428571,59.2142857142857,1.17214285714286,82.4285714285714,0.642857142857143,50483,213.400426183942,1778083
"ESP","2020-W50","Private room",33.2,19.2,69,1.278,257.4,0.8,50483,213.400426183942,1778083
"ESP","2021-W11","Entire home/apt",109.9,8.5,19.3,0.494,141.8,1.2,33772,139.516908996406,3242205
"ESP","2021-W11","Hotel room",115,1,1,0.11,357,1,33772,139.516908996406,3242205
"ESP","2021-W11","Private room",32.8571428571429,6,44,0.621428571428571,137.285714285714,2,33772,139.516908996406,3242205
"ESP","2021-W11","Shared room",9,1,2,0.21,44,2,33772,139.516908996406,3242205
"ESP","2021-W12","Entire home/apt",102.904761904762,7.23809523809524,17.2857142857143,0.455714285714286,175.857142857143,2.23809523809524,42493,161.125688093204,3284698
"ESP","2021-W12","Private room",38.5555555555556,7.88888888888889,41.5555555555556,0.997777777777778,194.333333333333,2.77777777777778,42493,161.125688093204,3284698
"ESP","2021-W12","Shared room",15,1.5,12,0.24,45,1.5,42493,161.125688093204,3284698
"ESP","2021-W13","Entire home/apt",100.861111111111,15.0833333333333,22.3055555555556,0.416944444444444,150.75,1.30555555555556,42989,180.598519236652,3327687
"ESP","2021-W13","Private room",32.4375,9,17.1875,0.463125,151.9375,2.5,42989,180.598519236652,3327687
"ESP","2021-W13","Shared room",14,25,2,0.21,342,2,42989,180.598519236652,3327687
"ESP","2021-W27","Entire home/apt",104.075949367089,14.3291139240506,25.5316455696203,0.527088607594937,172.46835443038,2.37974683544304,134931,451.468832885503,4015881
"ESP","2021-W27","Hotel room",138,1,1,0.2,321,1,134931,451.468832885503,4015881
"ESP","2021-W27","Private room",40.2972972972973,10.2972972972973,51.7297297297297,1.08864864864865,136.513513513514,3.43243243243243,134931,451.468832885503,4015881
"ESP","2021-W27","Shared room",50,1,1,0.19,156,1,134931,451.468832885503,4015881
"ESP","2021-W28","Entire home/apt",109.56976744186,9.41860465116279,24.2906976744186,0.512441860465116,157.813953488372,2.01162790697674,176260,657.455766123544,4192141
"ESP","2021-W28","Hotel room",127,1,2,0.27,0,2,176260,657.455766123544,4192141
"ESP","2021-W28","Private room",51.6111111111111,4.51851851851852,62.1296296296296,1.3437037037037,114.777777777778,5.83333333333333,176260,657.455766123544,4192141
"ESP","2021-W28","Shared room",50,1,3,0.17,180.5,1,176260,657.455766123544,4192141
"ESP","2021-W29","Entire home/apt",154.234375,13.359375,21.53125,0.5196875,155.375,2.8125,185449,764.185557129805,4377590
"ESP","2021-W29","Hotel room",115,1,7.66666666666667,0.273333333333333,245,2,185449,764.185557129805,4377590
"ESP","2021-W29","Private room",45.2777777777778,12.7222222222222,26.0555555555556,0.772777777777778,141.416666666667,3.33333333333333,185449,764.185557129805,4377590
"ESP","2021-W43","Entire home/apt",103.946043165468,7.28776978417266,42.9694244604317,0.993075539568345,211.077338129496,6.35251798561151,13302,54.1402593991534,5012728
"ESP","2021-W43","Hotel room",67.2857142857143,1,10.1428571428571,0.695714285714286,223.857142857143,7.28571428571429,13302,54.1402593991534,5012728
"ESP","2021-W43","Private room",41.5550847457627,11.5423728813559,30.6949152542373,0.989110169491525,200.504237288136,6.11016949152542,13302,54.1402593991534,5012728
"ESP","2021-W43","Shared room",26.375,1,14.375,0.6675,227.75,3.25,13302,54.1402593991534,5012728
"ESP","2021-W44","Entire home/apt",119.750980392157,5.60392156862745,48.3264705882353,1.2128137254902,213.492156862745,8.44803921568627,15982,61.8685458614223,5028710
"ESP","2021-W44","Hotel room",102.083333333333,1,14.6666666666667,0.498333333333333,263.833333333333,7.5,15982,61.8685458614223,5028710
"ESP","2021-W44","Private room",48.3432835820896,8.36716417910448,37.9701492537313,1.27561194029851,193.113432835821,7.56417910447761,15982,61.8685458614223,5028710
"ESP","2021-W44","Shared room",25.6153846153846,1.15384615384615,21.6923076923077,0.671538461538462,301.230769230769,5,15982,61.8685458614223,5028710
"ESP","2021-W45","Entire home/apt",111.338666666667,4.63022222222222,60.0551111111111,1.48293333333333,217.844444444444,11.2871111111111,25338,87.29710131792,5054048
"ESP","2021-W45","Hotel room",77.8421052631579,1.05263157894737,27.2105263157895,0.823157894736842,227.263157894737,12.7894736842105,25338,87.29710131792,5054048
"ESP","2021-W45","Private room",41.5919811320755,4.32783018867925,42.7853773584906,1.51620283018868,204.537735849057,9.98820754716981,25338,87.29710131792,5054048
"ESP","2021-W45","Shared room",27.2,1,53.7,1.452,209.9,6.8,25338,87.29710131792,5054048
"GBR","2020-W02","Entire home/apt",167.950819672131,4.34426229508197,15.1475409836066,0.315081967213115,56.1639344262295,0,1,0.00146929475893891,1
"GBR","2020-W02","Hotel room",199.5,1,5.5,0.14,357.5,0,1,0.00146929475893891,1
"GBR","2020-W02","Private room",58.8641975308642,6.14814814814815,29.6172839506173,0.500864197530864,71.4567901234568,0,1,0.00146929475893891,1
"GBR","2020-W03","Entire home/apt",213.673684210526,9,18.7894736842105,0.387473684210526,51.3894736842105,0,0,0.00146929475893891,1
"GBR","2020-W03","Hotel room",68,1,1,0.04,0,0,0,0.00146929475893891,1
"GBR","2020-W03","Private room",59.5970149253731,5.80597014925373,24.5671641791045,0.436417910447761,39.5373134328358,0,0,0.00146929475893891,1
"GBR","2020-W03","Shared room",25,2,11,0.35,0,0,0,0.00146929475893891,1
"GBR","2020-W18","Entire home/apt",237.571428571429,5.07142857142857,15.0714285714286,0.410714285714286,93.0714285714286,0,30883,92.5714469921869,187829
"GBR","2020-W18","Private room",44.6666666666667,4.11111111111111,46.3333333333333,0.835555555555556,95.4444444444444,0,30883,92.5714469921869,187829
"GBR","2020-W19","Entire home/apt",140,19.5,10.3333333333333,0.293333333333333,113.833333333333,0,22275,78.1047707956744,210104
"GBR","2020-W34","Entire home/apt",175.432432432432,9.01351351351351,23.1486486486486,0.390945945945946,53.2972972972973,0,8080,23.2912605186995,329314
"GBR","2020-W34","Private room",36.8636363636364,2.77272727272727,23.4545454545455,0.531818181818182,65.4090909090909,0,8080,23.2912605186995,329314
"GBR","2020-W34","Shared room",43,1,42,1.63,0,0,8080,23.2912605186995,329314
"GBR","2020-W35","Entire home/apt",151.297619047619,5.80952380952381,13.7738095238095,0.335595238095238,62.2380952380952,0,9579,25.9462761481022,338893
"GBR","2020-W35","Hotel room",331,1.66666666666667,10.6666666666667,0.286666666666667,259.666666666667,0,9579,25.9462761481022,338893
"GBR","2020-W35","Private room",47.875,3.275,41.5,0.8045,84.625,0,9579,25.9462761481022,338893
"GBR","2020-W35","Shared room",26,1,9,0.165,359,0,9579,25.9462761481022,338893
"GBR","2020-W50","Entire home/apt",246.263157894737,7.44736842105263,10.2105263157895,0.277894736842105,63.3684210526316,0.842105263157895,153676,387.242918781661,1925342
"GBR","2020-W50","Private room",41.7333333333333,1.66666666666667,13.3333333333333,0.32,128.466666666667,0.6,153676,387.242918781661,1925342
"GBR","2020-W51","Entire home/apt",134.857142857143,7.94642857142857,21.25,0.446428571428571,91.3928571428571,1.03571428571429,234517,570.369940356771,2159859
"GBR","2020-W51","Private room",40.7666666666667,3.76666666666667,32.1666666666667,0.856666666666667,90.1666666666667,1.2,234517,570.369940356771,2159859
"GBR","2021-W13","Entire home/apt",221.01724137931,4.81034482758621,19.2931034482759,0.397413793103448,110.293103448276,2.22413793103448,23242,88.6146362063644,4436362
"GBR","2021-W13","Private room",44.9677419354839,4.80645161290323,28,0.579677419354839,104.612903225806,1.90322580645161,23242,88.6146362063644,4436362
"GBR","2021-W14","Entire home/apt",191.9,15.5,16.75,0.4105,100.45,2.275,20124,63.7174365161446,4456486
"GBR","2021-W14","Private room",54.625,24.75,19.5,0.519375,161.25,1.5625,20124,63.7174365161446,4456486
"GBR","2021-W29","Entire home/apt",244.16935483871,4.0241935483871,15.5564516129032,0.455725806451613,119.395161290323,3.04838709677419,227225,831.69135970785,5853108
"GBR","2021-W29","Hotel room",89,1,6,0.62,310,6,227225,831.69135970785,5853108
"GBR","2021-W29","Private room",170.2,3.54285714285714,27.9142857142857,0.661714285714286,133.757142857143,3.7,227225,831.69135970785,5853108
"GBR","2021-W30","Entire home/apt",190.440217391304,8.22826086956522,15.3913043478261,0.449402173913043,128.402173913043,3.14673913043478,184311,604.667687914682,6037419
"GBR","2021-W30","Hotel room",189,10,17,0.53,56,1,184311,604.667687914682,6037419
"GBR","2021-W30","Private room",250.528735632184,3.93103448275862,17.4022988505747,0.523448275862069,146.126436781609,3.27586206896552,184311,604.667687914682,6037419
"GBR","2021-W30","Shared room",28,1,8,0.215,358,1.5,184311,604.667687914682,6037419
"GBR","2021-W45","Entire home/apt",166.082742316785,4.0709219858156,24.7328605200946,1.16535460992908,181.732860520095,6.99054373522459,276176,759.597473770995,9810540
"GBR","2021-W45","Hotel room",169.571428571429,1.57142857142857,39.7142857142857,1.88428571428571,297,12.5714285714286,276176,759.597473770995,9810540
"GBR","2021-W45","Private room",60.4296160877514,2.62705667276051,41.345521023766,1.237239488117,193.477148080439,7.36380255941499,276176,759.597473770995,9810540
"GBR","2021-W45","Shared room",19.2857142857143,1.28571428571429,27.1428571428571,0.9,157.285714285714,7.28571428571429,276176,759.597473770995,9810540
"GBR","2021-W46","Entire home/apt",164.55074875208,3.54991680532446,28.4650582362729,1.27787853577371,168.539101497504,7.86106489184692,299204,845.402818398268,10109744
"GBR","2021-W46","Hotel room",91.7692307692308,1.07692307692308,55.6923076923077,1.65384615384615,275.615384615385,17.2307692307692,299204,845.402818398268,10109744
"GBR","2021-W46","Private room",61.732212160414,2.29495472186287,51.3583441138422,1.55654592496766,188.380336351876,10.1319534282018,299204,845.402818398268,10109744
"GBR","2021-W46","Shared room",26,1,29.9166666666667,1.50083333333333,232.916666666667,9.5,299204,845.402818398268,10109744
"GRC","2020-W12","Entire home/apt",31.5,2,45.5,1.3,111.5,0,377,6.50273614051881,783
"GRC","2020-W28","Entire home/apt",42,2,236,3.72,21,0,257,4.29161926060065,3904
"GRC","2020-W44","Entire home/apt",36.6666666666667,2.33333333333333,84.6666666666667,1.21333333333333,120.666666666667,0,11260,163.687956363562,43960
"GRC","2020-W44","Private room",13,20,11,0.23,31,0,11260,163.687956363562,43960
"GRC","2021-W07","Entire home/apt",45,2,5,0.19,1,2,8128,155.058069806919,182770
"GRC","2021-W23","Entire home/apt",73.25,1.75,19.75,0.555,224,1.5,4936,116.004334535453,422380
"GRC","2021-W39","Entire home/apt",58.4516129032258,2.46774193548387,43.0806451612903,1.17306451612903,215.177419354839,9.2741935483871,14951,271.034415521108,664363
"GRC","2021-W39","Private room",115,1,1,0.37,266,1,14951,271.034415521108,664363
"ITA","2020-W08","Entire home/apt",194.698412698413,2.86111111111111,55.7896825396825,0.929007936507937,144.027777777778,0.507936507936508,175,0.293419909308768,178
"ITA","2020-W08","Hotel room",110.214285714286,1.07142857142857,60.6428571428571,1.05785714285714,152.428571428571,0.5,175,0.293419909308768,178
"ITA","2020-W08","Private room",239.949367088608,1.51898734177215,52.7215189873418,0.84253164556962,168.037974683544,0.240506329113924,175,0.293419909308768,178
"ITA","2020-W08","Shared room",50.5,2,3,0.09,134,0,175,0.293419909308768,178
"ITA","2020-W13","Entire home/apt",126.75,2.875,47.125,0.955,135.875,0.125,36865,123.264865558016,104984
"ITA","2020-W13","Private room",30,1,6,0.06,270,0,36865,123.264865558016,104984
"ITA","2020-W14","Entire home/apt",88.7777777777778,8.33333333333333,35.7777777777778,0.755555555555556,238.555555555556,0,30958,113.717820051706,135942
"ITA","2020-W14","Private room",28.8,11,72.6,0.694,220.8,0,30958,113.717820051706,135942
"ITA","2020-W24","Entire home/apt",196.538461538462,29.7692307692308,42.6923076923077,0.894615384615385,188.692307692308,0.538461538461538,2162,6.73524443253327,237498
"ITA","2020-W24","Hotel room",1000,1,1,0.06,0,0,2162,6.73524443253327,237498
"ITA","2020-W24","Private room",59.2,8,19.2,0.4,149.2,0,2162,6.73524443253327,237498
"ITA","2020-W29","Entire home/apt",180.692307692308,2.74358974358974,44.9230769230769,0.701025641025641,141.205128205128,0.333333333333333,1478,4.88753734648606,244880
"ITA","2020-W29","Private room",48.6666666666667,1.16666666666667,12.5,0.246666666666667,157.166666666667,0,1478,4.88753734648606,244880
"ITA","2020-W30","Entire home/apt",123.304347826087,3.73913043478261,45.4347826086956,0.740434782608696,151.95652173913,0.0652173913043478,1734,5.38551284971294,246614
"ITA","2020-W30","Hotel room",75,1.33333333333333,24.6666666666667,1.02666666666667,349,13.6666666666667,1734,5.38551284971294,246614
"ITA","2020-W30","Private room",59.4444444444444,1.44444444444444,35.3333333333333,0.567777777777778,248.555555555556,0,1734,5.38551284971294,246614
"ITA","2020-W40","Entire home/apt",178.916666666667,10.6388888888889,58.8194444444444,0.993472222222222,159.805555555556,0.944444444444444,18004,51.1472819055085,332080
"ITA","2020-W40","Hotel room",98.5,1,12,0.195,228,0,18004,51.1472819055085,332080
"ITA","2020-W40","Private room",64.1818181818182,4.09090909090909,31.8181818181818,0.663636363636364,209.909090909091,0.318181818181818,18004,51.1472819055085,332080
"ITA","2020-W45","Entire home/apt",85.8695652173913,12.304347826087,54.5652173913044,0.803478260869565,137.260869565217,0,244267,750.750886698199,1035941
"ITA","2020-W45","Private room",50.1818181818182,2.90909090909091,27.4545454545455,0.512727272727273,170.636363636364,0,244267,750.750886698199,1035941
"ITA","2020-W45","Shared room",18,1,48,1.65,0,0,244267,750.750886698199,1035941
"ITA","2020-W46","Entire home/apt",1553.83333333333,3.91666666666667,36.3333333333333,0.633333333333333,197.166666666667,0,242922,816.862583978455,1278863
"ITA","2020-W46","Private room",31.25,11.5,19.75,0.435,106,0,242922,816.862583978455,1278863
"ITA","2021-W03","Entire home/apt",95.2222222222222,5,62.8888888888889,0.875555555555556,144.222222222222,1.22222222222222,85129,300.609535429431,2511782
"ITA","2021-W03","Private room",76,1.33333333333333,3,0.0733333333333333,327.333333333333,1,85129,300.609535429431,2511782
"ITA","2021-W08","Entire home/apt",204.764705882353,3.41176470588235,89.1764705882353,1.22941176470588,174.705882352941,1.94117647058824,121566,354.533408019599,2972788
"ITA","2021-W08","Private room",87.125,4.625,7.25,0.31375,168.75,1.125,121566,354.533408019599,2972788
"ITA","2021-W09","Entire home/apt",235.588235294118,2.52941176470588,57.2941176470588,1.10352941176471,210.352941176471,4.41176470588235,142694,443.080829908201,3115482
"ITA","2021-W09","Hotel room",117,1,4,0.14,363,2,142694,443.080829908201,3115482
"ITA","2021-W09","Private room",78,1.125,46,1.065,161.625,1.25,142694,443.080829908201,3115482
"ITA","2021-W19","Entire home/apt",90.8928571428571,2.46428571428571,41.25,0.811785714285714,182.535714285714,4.07142857142857,44410,181.392187934681,4173356
"ITA","2021-W19","Private room",103.375,1.5,24.5,0.58375,285.375,4.375,44410,181.392187934681,4173356
"ITA","2021-W24","Entire home/apt",105.5,2.98148148148148,42.7777777777778,1.01388888888889,201.222222222222,5.12962962962963,7408,31.8201316506389,4261470
"ITA","2021-W24","Hotel room",136.25,1,11.5,0.32,300.75,1.25,7408,31.8201316506389,4261470
"ITA","2021-W24","Private room",74.3076923076923,1.38461538461538,27.0769230769231,0.599230769230769,233.923076923077,3.46153846153846,7408,31.8201316506389,4261470
"ITA","2021-W24","Shared room",30,1,1,0.18,85,1,7408,31.8201316506389,4261470
"ITA","2021-W25","Entire home/apt",108.408450704225,2.09859154929577,41.2816901408451,0.84943661971831,213.929577464789,5.1830985915493,5274,21.2637216563074,4266744
"ITA","2021-W25","Hotel room",79.25,1.5,34.25,0.4575,282,1,5274,21.2637216563074,4266744
"ITA","2021-W25","Private room",78.3913043478261,2.43478260869565,5.91304347826087,0.327391304347826,218.391304347826,2.91304347826087,5274,21.2637216563074,4266744
"ITA","2021-W25","Shared room",28,1,1,0.18,365,1,5274,21.2637216563074,4266744
"ITA","2021-W35","Entire home/apt",123.590588235294,3.16,33.1905882352941,0.804494117647059,198.884705882353,4.55294117647059,40025,144.384392287463,4587058
"ITA","2021-W35","Hotel room",80.4285714285714,1.28571428571429,19.2857142857143,0.93,265.428571428571,9.42857142857143,40025,144.384392287463,4587058
"ITA","2021-W35","Private room",65.1212121212121,2.01010101010101,39.4949494949495,1.03171717171717,224.525252525253,5.21212121212121,40025,144.384392287463,4587058
"ITA","2021-W40","Entire home/apt",103.957671957672,2.30952380952381,57.8095238095238,1.3002380952381,222.566137566138,8.43650793650794,18058,65.3588656272292,4711700
"ITA","2021-W40","Hotel room",103.333333333333,1.14285714285714,18.047619047619,0.780952380952381,295.761904761905,5.66666666666667,18058,65.3588656272292,4711700
